recommend,sentiment_analysis,item_id,year
True,2,245490.0,2014
True,2,313120.0,2015
False,1,113020.0,2014
False,0,319510.0,2015
False,0,20.0,2014
False,0,209080.0,2014
False,2,223470.0,2014
True,1,417860.0,2015
True,2,269250.0,2015
False,2,313740.0,2014
True,0,8190.0,2014
True,1,377160.0,2015
True,1,730.0,2015
True,2,244850.0,2014
True,1,212500.0,2015
False,2,570.0,2015
True,1,104900.0,2015
True,2,219990.0,2015
True,2,293260.0,2015
False,2,214420.0,2015
True,1,105600.0,2015
True,1,440.0,2013
True,1,200210.0,2013
True,2,218130.0,2013
False,0,252490.0,2014
True,2,218230.0,2014
True,2,104900.0,2014
True,2,440.0,2014
True,2,240.0,2011
True,2,8980.0,2012
True,2,31270.0,2012
True,2,113200.0,2012
True,2,8190.0,2012
True,2,43000.0,2012
False,0,18700.0,2011
True,0,98800.0,2011
True,2,107100.0,2011
True,2,630.0,2010
True,0,57300.0,2010
True,0,213670.0,2014
True,0,218620.0,2014
True,1,226620.0,2013
True,1,570.0,2014
True,0,730.0,2014
True,2,105600.0,2014
True,2,209870.0,2015
True,1,265630.0,2014
True,2,401920.0,2015
True,0,440.0,2015
True,0,346900.0,2015
True,2,630.0,2015
True,2,70.0,2014
False,0,8500.0,2014
True,2,244850.0,2014
True,1,221100.0,2014
True,2,99900.0,2015
True,0,250900.0,2015
True,2,211820.0,2013
True,2,380600.0,2015
True,2,22380.0,2015
True,0,252490.0,2014
False,1,2450.0,2014
True,2,241540.0,2014
True,2,107410.0,2015
True,1,230190.0,2015
True,2,391270.0,2015
True,1,301520.0,2015
False,2,227680.0,2015
True,2,246420.0,2015
True,2,289130.0,2015
True,2,234630.0,2015
True,2,249050.0,2015
True,2,418340.0,2015
True,2,223850.0,2015
True,0,263020.0,2015
True,2,287980.0,2015
True,2,245550.0,2014
True,1,570.0,2015
True,1,417860.0,2015
False,0,96100.0,2015
True,2,4000.0,2014
True,2,570.0,2014
True,2,440.0,2014
True,1,80.0,2015
True,2,56400.0,2014
True,0,72850.0,2015
True,1,105600.0,2015
True,2,219150.0,2015
True,2,218620.0,2015
True,2,440.0,2015
True,2,385770.0,2015
True,2,252630.0,2014
True,2,212200.0,2014
True,2,218680.0,2014
True,2,230410.0,2015
True,2,4000.0,2015
True,2,346900.0,2015
True,2,440.0,2012
True,2,387860.0,2015
True,0,221640.0,2015
True,0,218620.0,2014
True,2,203160.0,2014
True,2,230410.0,2014
True,2,219640.0,2014
True,1,213850.0,2014
True,1,72850.0,2014
True,1,730.0,2014
True,2,105600.0,2015
True,1,550.0,2014
True,2,369580.0,2015
False,0,282440.0,2015
True,1,1250.0,2014
True,1,440.0,2014
True,1,8400.0,2014
False,2,271590.0,2015
True,2,225640.0,2015
True,2,113420.0,2014
False,0,226700.0,2014
True,2,377160.0,2015
False,0,421770.0,2015
True,1,239220.0,2015
True,2,224600.0,2014
True,2,440.0,2014
True,2,243870.0,2014
True,2,320.0,2013
True,2,8500.0,2013
True,2,289130.0,2014
True,2,202970.0,2014
True,2,20920.0,2014
True,2,265930.0,2014
True,2,346110.0,2015
True,0,304930.0,2015
True,2,236390.0,2015
True,1,268650.0,2015
True,0,224540.0,2015
True,0,219640.0,2015
True,2,233450.0,2015
True,2,440.0,2015
True,2,4000.0,2015
True,1,236390.0,2015
True,1,215530.0,2013
True,0,251570.0,2014
True,2,55230.0,2014
True,2,259700.0,2013
True,2,261640.0,2014
True,1,730.0,2014
True,2,440.0,2015
True,2,221100.0,2014
False,0,287700.0,2015
False,0,359550.0,2015
True,2,22380.0,2015
True,2,570.0,2014
True,1,4000.0,2014
True,0,570.0,2014
True,2,310380.0,2014
True,2,4000.0,2015
True,2,230410.0,2015
True,1,383980.0,2015
True,2,304050.0,2015
True,2,212680.0,2014
False,2,391460.0,2015
True,1,346010.0,2015
True,2,107410.0,2013
True,0,200210.0,2015
True,2,226700.0,2014
True,2,113020.0,2014
True,2,219740.0,2014
True,2,221100.0,2014
True,2,393010.0,2015
True,2,208090.0,2014
True,2,440.0,2013
True,1,440.0,2014
True,2,218230.0,2014
True,0,570.0,2015
True,1,8400.0,2014
False,0,359290.0,2015
True,2,10500.0,2013
True,1,265630.0,2014
True,0,440.0,2014
True,0,218620.0,2014
True,2,220240.0,2013
True,2,113200.0,2014
True,1,239160.0,2014
True,2,220240.0,2014
True,2,440.0,2013
True,2,630.0,2013
False,1,218620.0,2014
False,2,208090.0,2014
True,1,230410.0,2014
True,1,322330.0,2014
True,2,1250.0,2014
True,1,200210.0,2014
True,2,238460.0,2014
True,2,730.0,2013
True,2,105600.0,2013
True,2,440.0,2013
True,2,295110.0,2015
True,2,301520.0,2015
True,2,346560.0,2015
True,2,328220.0,2015
True,2,256410.0,2013
True,0,730.0,2015
True,2,252490.0,2014
True,2,203160.0,2013
True,2,39120.0,2013
True,0,239070.0,2014
True,2,91310.0,2011
True,2,730.0,2014
False,2,265770.0,2014
True,2,105600.0,2013
True,2,10.0,2015
True,2,730.0,2014
True,0,310380.0,2015
True,2,304930.0,2014
False,0,570.0,2014
True,0,295110.0,2015
True,0,319630.0,2015
True,2,220.0,2012
True,2,4000.0,2015
True,0,48700.0,2012
True,2,255710.0,2015
True,2,4000.0,2015
True,2,304930.0,2015
False,2,247730.0,2015
True,2,263280.0,2014
True,2,730.0,2014
False,0,369200.0,2015
True,1,288470.0,2015
True,2,209870.0,2015
True,0,216250.0,2015
True,2,50300.0,2015
True,0,333930.0,2015
True,2,10680.0,2015
True,2,238320.0,2015
True,2,440.0,2015
True,2,300570.0,2015
True,2,201420.0,2013
True,1,220240.0,2012
True,0,211420.0,2012
True,1,238260.0,2013
True,0,206210.0,2015
True,2,570.0,2014
True,2,440.0,2014
True,0,6060.0,2014
True,1,440.0,2015
True,1,4000.0,2014
True,2,248820.0,2015
True,2,221100.0,2014
True,2,202970.0,2014
True,2,4000.0,2014
True,2,570.0,2013
True,2,344760.0,2015
True,2,251570.0,2014
False,2,290080.0,2014
True,2,313120.0,2015
True,2,222880.0,2014
True,2,252950.0,2015
True,2,4000.0,2015
True,2,440.0,2014
True,0,237930.0,2015
True,0,570.0,2013
False,2,339610.0,2015
True,2,293780.0,2014
True,2,20530.0,2014
True,2,208090.0,2014
True,0,57300.0,2014
True,2,39150.0,2013
True,2,70.0,2013
True,2,13210.0,2012
True,2,22120.0,2012
True,0,204100.0,2014
False,2,319740.0,2015
False,0,244050.0,2015
True,2,270370.0,2015
True,1,33930.0,2012
True,2,352460.0,2015
True,2,251570.0,2013
True,2,271590.0,2015
True,2,24860.0,2015
True,2,333950.0,2015
True,2,72850.0,2015
True,2,333930.0,2015
True,2,346010.0,2015
True,2,730.0,2014
True,0,49520.0,2014
False,2,242720.0,2014
True,2,238460.0,2015
True,2,251630.0,2014
True,0,220240.0,2014
True,1,4000.0,2014
True,2,346110.0,2015
True,0,4000.0,2014
True,1,218620.0,2015
True,1,550.0,2012
True,2,218620.0,2014
True,2,55140.0,2013
True,1,730.0,2015
True,2,318430.0,2015
True,1,570.0,2014
True,0,440.0,2014
True,2,230410.0,2014
True,2,218620.0,2014
True,0,323470.0,2015
True,2,271290.0,2014
True,2,630.0,2014
True,2,10680.0,2012
True,0,334230.0,2015
True,0,48700.0,2014
True,0,224260.0,2014
False,0,730.0,2015
False,0,243470.0,2014
True,2,225260.0,2013
False,2,45730.0,2014
False,0,99400.0,2014
True,2,96100.0,2014
True,2,1250.0,2013
True,0,213650.0,2013
True,0,340050.0,2015
True,2,234190.0,2014
True,2,261880.0,2014
True,2,230840.0,2014
True,2,263760.0,2014
True,2,233190.0,2014
True,2,220780.0,2014
True,1,730.0,2015
True,1,440.0,2014
True,2,237740.0,2014
True,2,48700.0,2015
True,2,383080.0,2015
True,1,363970.0,2015
True,2,730.0,2014
True,2,440.0,2013
True,2,212180.0,2013
True,2,72850.0,2012
True,2,4560.0,2013
True,1,203770.0,2013
True,2,17700.0,2013
True,1,25890.0,2013
True,2,8930.0,2015
True,2,730.0,2015
True,2,200210.0,2015
True,2,10090.0,2015
True,2,41300.0,2014
True,2,268750.0,2014
True,2,304930.0,2014
True,2,4000.0,2015
True,2,440.0,2015
True,0,291550.0,2014
True,2,224760.0,2014
True,2,219640.0,2014
True,0,322910.0,2015
True,2,6060.0,2015
False,0,291480.0,2014
True,1,4000.0,2014
True,2,274940.0,2014
True,2,8980.0,2013
True,2,730.0,2014
True,2,266840.0,2015
True,2,344760.0,2015
True,1,72850.0,2013
True,2,440.0,2013
True,0,246620.0,2015
True,2,226700.0,2013
True,0,393420.0,2015
True,2,208090.0,2014
True,2,237870.0,2015
True,2,224540.0,2013
True,2,248570.0,2014
True,2,12120.0,2014
True,2,221100.0,2015
True,1,570.0,2015
True,2,1840.0,2013
True,1,105600.0,2014
False,2,301520.0,2015
True,1,292030.0,2015
True,0,298110.0,2014
True,2,252490.0,2014
True,2,440.0,2014
True,2,72200.0,2014
True,2,252490.0,2015
True,1,230410.0,2015
True,0,305620.0,2015
True,2,239030.0,2015
True,1,200210.0,2014
True,2,620.0,2014
True,2,211820.0,2014
False,2,570.0,2014
False,1,42910.0,2014
False,0,219640.0,2015
False,0,550.0,2014
False,2,99900.0,2014
True,0,240.0,2014
True,1,218620.0,2014
True,1,211820.0,2014
True,2,8870.0,2014
True,2,24860.0,2013
False,0,250420.0,2014
True,2,238960.0,2014
False,1,246280.0,2014
True,2,220200.0,2014
True,2,440.0,2015
True,2,2700.0,2015
True,2,94400.0,2014
True,0,42910.0,2015
True,2,238010.0,2015
True,2,241930.0,2014
True,0,374301.0,2015
True,1,366660.0,2015
True,1,207140.0,2015
True,1,259080.0,2013
True,2,302590.0,2015
True,2,242880.0,2013
True,2,107100.0,2013
True,2,22380.0,2013
True,2,440.0,2015
True,2,209080.0,2015
True,2,56400.0,2014
True,2,49600.0,2013
True,2,109600.0,2014
True,1,440.0,2014
True,2,233720.0,2014
False,1,205350.0,2015
True,1,330840.0,2015
False,1,218230.0,2015
True,1,19000.0,2015
True,2,242050.0,2014
False,0,218620.0,2014
True,1,323500.0,2014
True,1,12210.0,2014
True,1,50650.0,2014
True,1,206420.0,2014
True,2,4000.0,2014
True,1,267750.0,2014
True,2,259720.0,2014
True,2,293920.0,2014
True,2,248310.0,2014
True,2,49520.0,2014
True,2,238430.0,2013
True,2,220240.0,2013
True,1,22380.0,2014
True,2,201810.0,2015
True,2,72850.0,2014
False,0,221100.0,2015
True,2,730.0,2013
True,2,10680.0,2013
True,2,252490.0,2013
True,2,49520.0,2014
True,2,219640.0,2013
True,2,570.0,2015
True,2,391540.0,2015
True,2,239140.0,2015
True,0,346010.0,2015
True,2,105600.0,2015
True,2,4000.0,2014
True,0,417860.0,2015
True,1,265930.0,2014
True,2,400.0,2014
True,2,730.0,2014
True,2,305620.0,2015
True,2,348960.0,2015
True,2,220200.0,2014
True,2,304930.0,2014
True,2,440.0,2012
True,2,4000.0,2014
True,2,17520.0,2015
True,2,109400.0,2014
True,2,252490.0,2014
True,2,4920.0,2014
True,2,287920.0,2015
True,2,323370.0,2015
True,2,48700.0,2014
True,1,70000.0,2013
True,1,244410.0,2015
False,1,31280.0,2014
True,2,17480.0,2015
True,0,332800.0,2015
True,2,319510.0,2015
True,2,105600.0,2014
True,1,105450.0,2014
True,2,107410.0,2015
True,2,225260.0,2014
True,2,239350.0,2015
True,1,219150.0,2015
True,2,222880.0,2015
True,2,4000.0,2014
True,2,440.0,2010
True,2,230410.0,2015
True,2,39000.0,2014
True,2,570.0,2014
True,2,263500.0,2014
False,2,440.0,2015
True,2,20500.0,2015
True,2,249650.0,2015
True,2,730.0,2015
True,2,440.0,2014
True,2,105600.0,2013
True,2,730.0,2015
True,2,200510.0,2014
True,2,221180.0,2014
True,2,313740.0,2014
True,0,301520.0,2015
False,0,227940.0,2015
True,2,35450.0,2015
True,1,302830.0,2014
True,0,219740.0,2015
True,0,242760.0,2014
True,2,40800.0,2014
True,2,113200.0,2014
True,1,440.0,2014
True,1,252490.0,2014
True,1,8870.0,2014
True,2,203160.0,2014
True,1,99900.0,2015
True,2,72850.0,2014
True,2,440.0,2013
True,0,393420.0,2015
True,1,304930.0,2015
True,0,227940.0,2015
True,2,313120.0,2015
True,2,220200.0,2014
True,2,285900.0,2015
True,2,1840.0,2015
True,2,206190.0,2015
True,2,268650.0,2015
True,2,304930.0,2014
True,2,223670.0,2014
True,2,107100.0,2011
True,2,420.0,2011
True,2,400.0,2010
True,2,239720.0,2014
True,2,224060.0,2015
True,2,376560.0,2015
True,1,290750.0,2014
True,0,220.0,2012
True,1,230410.0,2014
True,2,243870.0,2014
False,0,25890.0,2015
True,1,4000.0,2015
True,0,42960.0,2015
False,1,304930.0,2014
True,2,265930.0,2014
True,2,236090.0,2014
True,1,301520.0,2015
True,2,105600.0,2015
True,2,17080.0,2015
True,0,218230.0,2015
True,2,440.0,2015
True,2,730.0,2015
True,2,49520.0,2015
True,2,6860.0,2015
True,2,730.0,2015
True,2,204360.0,2015
True,2,570.0,2013
True,2,730.0,2015
True,2,206210.0,2014
True,2,730.0,2015
True,0,4000.0,2015
False,2,363620.0,2015
True,2,397340.0,2015
False,2,107410.0,2015
True,2,206420.0,2014
True,0,107410.0,2015
False,0,203290.0,2015
True,1,304050.0,2015
True,2,620.0,2013
True,2,33930.0,2013
True,2,440.0,2014
True,1,22380.0,2014
True,0,6020.0,2014
True,0,224260.0,2014
True,1,221100.0,2014
True,1,35450.0,2014
True,2,105600.0,2013
True,2,4000.0,2013
False,0,211820.0,2014
True,1,4000.0,2013
False,1,319510.0,2015
True,2,292030.0,2015
True,2,20920.0,2015
True,2,206420.0,2015
True,2,312280.0,2015
False,0,417860.0,2015
True,2,440.0,2015
False,2,311210.0,2015
False,2,227940.0,2015
True,2,730.0,2014
False,2,4000.0,2015
False,2,273110.0,2015
False,2,570.0,2015
True,0,224260.0,2015
True,1,8870.0,2014
True,2,200510.0,2014
True,2,22380.0,2014
True,2,105600.0,2014
True,0,34900.0,2015
True,2,440.0,2013
True,2,105600.0,2015
True,2,264200.0,2015
True,2,42680.0,2015
True,0,354140.0,2015
True,1,4000.0,2014
True,2,218230.0,2013
True,2,550.0,2014
True,2,208090.0,2014
False,0,34830.0,2013
