item_id,item_name,developer,sentiment_analysis
10.0,Counter-Strike,Valve,2.0
10.0,Counter-Strike,Valve,1.0
10.0,Counter-Strike,Valve,1.0
10.0,Counter-Strike,Valve,2.0
10.0,Counter-Strike,Valve,1.0
10.0,Counter-Strike,Valve,2.0
20.0,Team Fortress Classic,Valve,0.0
20.0,Team Fortress Classic,Valve,1.0
20.0,Team Fortress Classic,Valve,0.0
20.0,Team Fortress Classic,Valve,2.0
20.0,Team Fortress Classic,Valve,2.0
20.0,Team Fortress Classic,Valve,2.0
20.0,Team Fortress Classic,Valve,2.0
20.0,Team Fortress Classic,Valve,1.0
20.0,Team Fortress Classic,Valve,2.0
20.0,Team Fortress Classic,Valve,2.0
20.0,Team Fortress Classic,Valve,2.0
20.0,Team Fortress Classic,Valve,1.0
20.0,Team Fortress Classic,Valve,1.0
20.0,Team Fortress Classic,Valve,2.0
20.0,Team Fortress Classic,Valve,1.0
20.0,Team Fortress Classic,Valve,2.0
20.0,Team Fortress Classic,Valve,2.0
30.0,Day of Defeat,Valve,2.0
30.0,Day of Defeat,Valve,2.0
30.0,Day of Defeat,Valve,1.0
30.0,Day of Defeat,Valve,2.0
40.0,Deathmatch Classic,Valve,2.0
50.0,Half-Life: Opposing Force,Gearbox Software,2.0
50.0,Half-Life: Opposing Force,Gearbox Software,2.0
50.0,Half-Life: Opposing Force,Gearbox Software,2.0
50.0,Half-Life: Opposing Force,Gearbox Software,2.0
60.0,Ricochet,Valve,0.0
60.0,Ricochet,Valve,2.0
60.0,Ricochet,Valve,2.0
60.0,Ricochet,Valve,1.0
60.0,Ricochet,Valve,0.0
60.0,Ricochet,Valve,2.0
60.0,Ricochet,Valve,0.0
60.0,Ricochet,Valve,2.0
60.0,Ricochet,Valve,2.0
60.0,Ricochet,Valve,2.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,0.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,0.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,1.0
70.0,Half-Life,Valve,1.0
70.0,Half-Life,Valve,0.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,1.0
70.0,Half-Life,Valve,1.0
70.0,Half-Life,Valve,0.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,1.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,0.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,0.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,1.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,0.0
70.0,Half-Life,Valve,0.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,0.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,1.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,1.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,1.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,2.0
70.0,Half-Life,Valve,0.0
70.0,Half-Life,Valve,2.0
130.0,Half-Life: Blue Shift,Gearbox Software,2.0
130.0,Half-Life: Blue Shift,Gearbox Software,1.0
130.0,Half-Life: Blue Shift,Gearbox Software,0.0
130.0,Half-Life: Blue Shift,Gearbox Software,2.0
130.0,Half-Life: Blue Shift,Gearbox Software,2.0
300.0,Day of Defeat: Source,Valve,2.0
300.0,Day of Defeat: Source,Valve,2.0
300.0,Day of Defeat: Source,Valve,2.0
300.0,Day of Defeat: Source,Valve,2.0
300.0,Day of Defeat: Source,Valve,1.0
300.0,Day of Defeat: Source,Valve,2.0
300.0,Day of Defeat: Source,Valve,2.0
300.0,Day of Defeat: Source,Valve,0.0
300.0,Day of Defeat: Source,Valve,2.0
300.0,Day of Defeat: Source,Valve,1.0
300.0,Day of Defeat: Source,Valve,2.0
300.0,Day of Defeat: Source,Valve,2.0
300.0,Day of Defeat: Source,Valve,2.0
300.0,Day of Defeat: Source,Valve,2.0
300.0,Day of Defeat: Source,Valve,2.0
300.0,Day of Defeat: Source,Valve,2.0
300.0,Day of Defeat: Source,Valve,2.0
300.0,Day of Defeat: Source,Valve,2.0
300.0,Day of Defeat: Source,Valve,2.0
300.0,Day of Defeat: Source,Valve,2.0
300.0,Day of Defeat: Source,Valve,2.0
300.0,Day of Defeat: Source,Valve,2.0
300.0,Day of Defeat: Source,Valve,1.0
300.0,Day of Defeat: Source,Valve,1.0
300.0,Day of Defeat: Source,Valve,1.0
300.0,Day of Defeat: Source,Valve,2.0
300.0,Day of Defeat: Source,Valve,2.0
300.0,Day of Defeat: Source,Valve,2.0
300.0,Day of Defeat: Source,Valve,2.0
300.0,Day of Defeat: Source,Valve,1.0
300.0,Day of Defeat: Source,Valve,2.0
300.0,Day of Defeat: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,0.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,0.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,0.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,0.0
240.0,Counter-Strike: Source,Valve,0.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,0.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,0.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,0.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,0.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,0.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,0.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,0.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,0.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,0.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,0.0
240.0,Counter-Strike: Source,Valve,0.0
240.0,Counter-Strike: Source,Valve,0.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,0.0
240.0,Counter-Strike: Source,Valve,0.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,0.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,0.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,0.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,1.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,2.0
240.0,Counter-Strike: Source,Valve,0.0
240.0,Counter-Strike: Source,Valve,1.0
3830.0,Psychonauts,Double Fine Productions,2.0
3830.0,Psychonauts,Double Fine Productions,2.0
3830.0,Psychonauts,Double Fine Productions,2.0
3830.0,Psychonauts,Double Fine Productions,2.0
3830.0,Psychonauts,Double Fine Productions,2.0
3830.0,Psychonauts,Double Fine Productions,2.0
3830.0,Psychonauts,Double Fine Productions,2.0
3830.0,Psychonauts,Double Fine Productions,2.0
3830.0,Psychonauts,Double Fine Productions,2.0
3830.0,Psychonauts,Double Fine Productions,2.0
3830.0,Psychonauts,Double Fine Productions,2.0
3830.0,Psychonauts,Double Fine Productions,2.0
3830.0,Psychonauts,Double Fine Productions,2.0
3920.0,Sid Meier's Pirates!,Firaxis Games,0.0
3920.0,Sid Meier's Pirates!,Firaxis Games,2.0
3920.0,Sid Meier's Pirates!,Firaxis Games,0.0
3920.0,Sid Meier's Pirates!,Firaxis Games,2.0
6910.0,Deus Ex: Game of the Year Edition,Ion Storm,1.0
6910.0,Deus Ex: Game of the Year Edition,Ion Storm,0.0
6910.0,Deus Ex: Game of the Year Edition,Ion Storm,2.0
6910.0,Deus Ex: Game of the Year Edition,Ion Storm,1.0
6910.0,Deus Ex: Game of the Year Edition,Ion Storm,1.0
6910.0,Deus Ex: Game of the Year Edition,Ion Storm,2.0
6910.0,Deus Ex: Game of the Year Edition,Ion Storm,1.0
6910.0,Deus Ex: Game of the Year Edition,Ion Storm,0.0
6910.0,Deus Ex: Game of the Year Edition,Ion Storm,2.0
6910.0,Deus Ex: Game of the Year Edition,Ion Storm,2.0
6910.0,Deus Ex: Game of the Year Edition,Ion Storm,2.0
6910.0,Deus Ex: Game of the Year Edition,Ion Storm,0.0
6910.0,Deus Ex: Game of the Year Edition,Ion Storm,2.0
6910.0,Deus Ex: Game of the Year Edition,Ion Storm,1.0
6910.0,Deus Ex: Game of the Year Edition,Ion Storm,2.0
6910.0,Deus Ex: Game of the Year Edition,Ion Storm,2.0
6910.0,Deus Ex: Game of the Year Edition,Ion Storm,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,0.0
220.0,Half-Life 2,Valve,0.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,0.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,0.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,0.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,0.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,0.0
220.0,Half-Life 2,Valve,0.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,0.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,0.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,0.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,0.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,0.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,0.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,0.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,0.0
220.0,Half-Life 2,Valve,0.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,0.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,0.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,0.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,0.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,0.0
220.0,Half-Life 2,Valve,0.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,1.0
220.0,Half-Life 2,Valve,2.0
220.0,Half-Life 2,Valve,2.0
