item_id,recommend,sentiment_analysis,year,developer,title
304930.0,True,2,2014,Smartly Dressed Games,Unturned
12210.0,True,0,2015,,
265210.0,True,1,2014,,
48700.0,True,2,2014,,
730.0,True,2,2015,Valve,Counter-Strike: Global Offensive
113200.0,True,2,2013,Edmund McMillen and Florian Himsl,The Binding of Isaac
440.0,True,1,2014,,
383080.0,False,1,2015,,
213670.0,True,1,2015,Obsidian Entertainment,South Park™: The Stick of Truth™
105600.0,True,1,2015,Re-Logic,Terraria
730.0,True,0,2015,Valve,Counter-Strike: Global Offensive
570.0,True,2,2015,,
231180.0,True,2,2013,,
620.0,True,2,2012,Valve,Portal 2
223710.0,True,1,2015,Team Psykskallar,Cry of Fear
299360.0,True,1,2015,"Jagex,Artplant",Block N Load
322330.0,True,1,2015,Klei Entertainment,Don't Starve Together
1250.0,True,1,2015,Tripwire Interactive,Killing Floor
12100.0,True,1,2015,Rockstar Games,Grand Theft Auto III
204360.0,True,2,2015,,
440.0,True,1,2013,,
224260.0,True,2,2013,No More Room in Hell Team,No More Room in Hell
440.0,True,2,2012,,
440.0,True,2,2015,,
1840.0,True,1,2015,,
440.0,True,2,2013,,
440.0,True,2,2015,,
233250.0,True,1,2014,,
248570.0,True,1,2015,Nabi Studios,Toribash
298630.0,True,1,2015,Mouldy Toof Studios,The Escapists
244210.0,True,2,2014,,
440.0,True,1,2015,,
376920.0,True,2,2015,Anarchy Enterprises,Tiki Man
257750.0,True,2,2015,2Play,Bloody Trapland
221910.0,True,1,2014,Galactic Cafe,The Stanley Parable
2280.0,True,0,2013,,
417860.0,False,1,2015,Kyle Seeley,Emily is Away
218620.0,True,2,2014,,
218620.0,True,2,2014,,
222880.0,True,1,2014,New World Interactive,Insurgency
377160.0,True,2,2015,Bethesda Game Studios,Fallout 4
211820.0,True,2,2013,Chucklefish,Starbound
252490.0,True,0,2015,Facepunch Studios,Rust
440.0,True,2,2014,,
251990.0,True,2,2014,Hanako Games,Long Live The Queen
344760.0,False,0,2015,Code}{atch,Reign Of Kings
252950.0,True,1,2015,,
399730.0,True,2,2015,,
377160.0,True,2,2015,Bethesda Game Studios,Fallout 4
219150.0,True,2,2013,Dennaton Games,Hotline Miami
277430.0,True,2,2014,"Vanguard Games,343 Industries",Halo: Spartan Assault
239820.0,True,2,2014,Greenheart Games,Game Dev Tycoon
17410.0,True,2,2012,,
440.0,True,2,2015,,
270550.0,True,2,2015,Awesome Games Studio,Yet Another Zombie Defense
274940.0,True,2,2015,Digital Confectioners,Depth
333930.0,True,0,2015,,
440.0,True,1,2014,,
730.0,True,1,2014,Valve,Counter-Strike: Global Offensive
212070.0,True,0,2014,Star Gem Inc.,Star Conflict
264140.0,True,1,2014,Vitali Kirpu,Pixel Piracy
332800.0,True,1,2014,Scott Cawthon,Five Nights at Freddy's 2
319630.0,True,2,2015,,
6020.0,True,0,2015,,
55230.0,True,2,2015,Volition,Saints Row: The Third
32430.0,True,2,2014,,
35450.0,True,2,2015,,
440.0,True,2,2014,,
236390.0,True,2,2015,,
351570.0,True,2,2015,,
212680.0,True,0,2015,Subset Games,FTL: Faster Than Light
391540.0,True,2,2015,tobyfox,Undertale
550.0,True,0,2014,Valve,Left 4 Dead 2
440.0,True,1,2014,,
570.0,True,1,2014,,
72850.0,True,2,2015,,
440.0,True,2,2015,,
113400.0,True,2,2014,Reloaded Productions,APB Reloaded
440.0,True,2,2014,,
200510.0,True,2,2015,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",XCOM: Enemy Unknown
730.0,True,2,2015,Valve,Counter-Strike: Global Offensive
383080.0,True,2,2015,,
1250.0,True,1,2014,Tripwire Interactive,Killing Floor
265610.0,True,2,2015,Matt Roszak,Epic Battle Fantasy 4
264200.0,True,1,2014,Silver Dollar Games,One Finger Death Punch
417860.0,True,2,2015,Kyle Seeley,Emily is Away
333600.0,True,2,2015,,
213670.0,True,2,2014,Obsidian Entertainment,South Park™: The Stick of Truth™
91310.0,True,2,2013,,
210770.0,True,2,2013,Coffee Stain Studios,Sanctum 2
351640.0,True,2,2015,Holy Priest,Eternal Senia
105600.0,True,2,2012,Re-Logic,Terraria
440.0,True,2,2014,,
47870.0,True,2,2013,,
383080.0,True,2,2015,,
410.0,True,2,2012,,
730.0,True,2,2014,Valve,Counter-Strike: Global Offensive
253710.0,False,2,2014,,
339280.0,True,2,2015,,
271290.0,True,2,2014,,
203290.0,True,2,2013,,
440.0,True,2,2015,,
233150.0,True,1,2014,Vlambeer,LUFTRAUSERS
550.0,True,0,2013,Valve,Left 4 Dead 2
730.0,True,2,2015,Valve,Counter-Strike: Global Offensive
211820.0,True,2,2013,Chucklefish,Starbound
440.0,True,2,2015,,
224260.0,True,2,2015,No More Room in Hell Team,No More Room in Hell
317360.0,True,2,2014,Double Action Factory,Double Action: Boogaloo
295550.0,True,2,2014,Katauri,Royal Quest
250180.0,True,1,2014,"SNK CORPORATION,DotEmu",METAL SLUG 3
227940.0,True,0,2014,,
17520.0,True,1,2014,,
113420.0,True,2,2014,,
320760.0,True,0,2015,"M2 Co.,LTD",Tokyo School Life
8850.0,True,2,2015,,
233720.0,True,2,2014,Bossa Studios,Surgeon Simulator
218620.0,True,2,2015,,
730.0,True,2,2015,Valve,Counter-Strike: Global Offensive
219740.0,True,2,2015,,
220240.0,True,2,2014,,
440.0,True,2,2012,,
4000.0,True,2,2014,Facepunch Studios,Garry's Mod
304930.0,True,2,2014,Smartly Dressed Games,Unturned
333950.0,True,2,2015,Keen Software House,Medieval Engineers
388520.0,True,2,2015,,
107410.0,True,2,2014,Bohemia Interactive,Arma 3
206210.0,True,2,2014,,
221100.0,True,2,2015,Bohemia Interactive,DayZ
730.0,True,2,2015,Valve,Counter-Strike: Global Offensive
440.0,True,1,2015,,
209870.0,True,2,2014,Hardsuit Labs,Blacklight: Retribution
440.0,True,2,2015,,
730.0,True,2,2015,Valve,Counter-Strike: Global Offensive
362890.0,True,2,2015,Crowbar Collective,Black Mesa
413850.0,True,1,2015,,
730.0,True,2,2015,Valve,Counter-Strike: Global Offensive
570.0,True,2,2014,,
311560.0,True,2,2015,,
322170.0,True,2,2015,RobTop Games,Geometry Dash
48240.0,False,0,2014,,
440.0,True,2,2015,,
248570.0,True,0,2014,Nabi Studios,Toribash
264140.0,True,2,2014,Vitali Kirpu,Pixel Piracy
4000.0,True,2,2014,Facepunch Studios,Garry's Mod
266430.0,True,2,2015,Elijah Newman-Gomez,Anarchy Arcade
316010.0,True,2,2015,Stainless Games Ltd.,Magic Duels
249570.0,True,2,2014,Jason Rohrer,The Castle Doctrine
240.0,True,1,2014,Valve,Counter-Strike: Source
304930.0,True,1,2015,Smartly Dressed Games,Unturned
440.0,True,2,2014,,
264200.0,True,2,2015,Silver Dollar Games,One Finger Death Punch
440.0,True,2,2014,,
383080.0,True,2,2015,,
301520.0,True,2,2014,Freejam,Robocraft
243870.0,True,2,2014,,
218230.0,False,0,2014,Daybreak Game Company,PlanetSide 2
251570.0,True,2,2015,,
221100.0,True,2,2015,Bohemia Interactive,DayZ
316010.0,True,2,2015,Stainless Games Ltd.,Magic Duels
218230.0,True,0,2015,Daybreak Game Company,PlanetSide 2
333930.0,True,2,2015,,
222880.0,True,2,2015,New World Interactive,Insurgency
730.0,True,2,2015,Valve,Counter-Strike: Global Offensive
55230.0,True,2,2015,Volition,Saints Row: The Third
232090.0,True,2,2015,Tripwire Interactive,Killing Floor 2
4000.0,True,1,2015,Facepunch Studios,Garry's Mod
206420.0,True,2,2014,Deep Silver Volition,Saints Row IV
224260.0,True,2,2014,No More Room in Hell Team,No More Room in Hell
550.0,True,2,2013,Valve,Left 4 Dead 2
346110.0,True,2,2015,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",ARK: Survival Evolved
380770.0,False,0,2015,,
227680.0,False,2,2013,,
233250.0,True,1,2015,,
730.0,True,0,2015,Valve,Counter-Strike: Global Offensive
730.0,True,2,2015,Valve,Counter-Strike: Global Offensive
730.0,True,2,2015,Valve,Counter-Strike: Global Offensive
370480.0,True,2,2015,Serenity Forge,Pixel Galaxy
313740.0,True,2,2015,,
1840.0,True,2,2014,,
440.0,True,0,2014,,
266210.0,True,2,2015,Smoking WOLF,One Way Heroics
264200.0,True,2,2015,Silver Dollar Games,One Finger Death Punch
287700.0,True,1,2015,Konami Digital Entertainment,METAL GEAR SOLID V: THE PHANTOM PAIN
377160.0,True,1,2015,Bethesda Game Studios,Fallout 4
221380.0,True,1,2015,,
333950.0,True,1,2015,Keen Software House,Medieval Engineers
222420.0,False,1,2015,"SNK CORPORATION,Code Mystics",THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION
271590.0,True,1,2015,Rockstar North,Grand Theft Auto V
298110.0,True,1,2015,,
222440.0,True,1,2015,"SNK CORPORATION,Code Mystics",THE KING OF FIGHTERS 2002 UNLIMITED MATCH
317470.0,False,2,2014,Cosmic Cow LLC,Cubic Castles
47410.0,True,2,2014,FireFly Studios,Stronghold Kingdoms
245620.0,True,2,2015,Haemimont Games,Tropico 5
70.0,True,2,2015,Valve,Half-Life
274980.0,True,2,2014,Rob Howland,Influent
202090.0,True,2,2014,,
339280.0,True,2,2015,,
314130.0,False,0,2015,,
570.0,True,2,2015,,
212680.0,True,2,2013,Subset Games,FTL: Faster Than Light
200210.0,True,2,2013,Wild Shadow Studios,Realm of the Mad God
440.0,True,2,2011,,
417860.0,True,0,2015,Kyle Seeley,Emily is Away
251970.0,True,2,2015,,
304930.0,True,1,2014,Smartly Dressed Games,Unturned
400.0,True,2,2015,Valve,Portal
620.0,True,2,2015,Valve,Portal 2
238460.0,True,2,2015,,
6060.0,True,2,2015,,
440.0,True,2,2014,,
730.0,True,2,2015,Valve,Counter-Strike: Global Offensive
265610.0,True,2,2014,Matt Roszak,Epic Battle Fantasy 4
31280.0,True,2,2013,,
4000.0,True,2,2013,Facepunch Studios,Garry's Mod
240.0,True,2,2013,Valve,Counter-Strike: Source
252490.0,True,1,2015,Facepunch Studios,Rust
8930.0,True,2,2013,,
304930.0,True,2,2014,Smartly Dressed Games,Unturned
237310.0,True,0,2015,KOG,Elsword
224260.0,True,2,2014,No More Room in Hell Team,No More Room in Hell
230410.0,True,2,2015,Digital Extremes,Warframe
440.0,True,2,2014,,
440.0,True,2,2014,,
570.0,True,2,2014,,
8930.0,True,2,2014,,
105600.0,True,2,2015,Re-Logic,Terraria
221100.0,True,2,2015,Bohemia Interactive,DayZ
107410.0,True,2,2015,Bohemia Interactive,Arma 3
231430.0,True,2,2014,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",Company of Heroes 2
218620.0,True,2,2014,,
570.0,True,2,2015,,
333930.0,False,1,2015,,
230410.0,False,2,2015,Digital Extremes,Warframe
271590.0,True,2,2015,Rockstar North,Grand Theft Auto V
218620.0,True,0,2014,,
219740.0,True,0,2013,,
7940.0,True,2,2013,,
234190.0,True,2,2014,Wolfire Games,Receiver
10180.0,True,2,2013,,
33900.0,True,2,2013,Bohemia Interactive,Arma 2
261030.0,True,2,2015,,
243470.0,True,0,2014,,
302830.0,False,0,2015,Shumkov Dmitriy,BLOCKADE 3D
570.0,False,0,2014,,
212680.0,True,0,2013,Subset Games,FTL: Faster Than Light
304930.0,False,0,2015,Smartly Dressed Games,Unturned
304050.0,True,2,2015,Trion Worlds,Trove
203750.0,True,2,2014,Devil's Details,Binary Domain
227940.0,False,2,2015,,
355180.0,False,0,2015,Hoobalugalar_X,Codename CURE
4000.0,True,1,2015,Facepunch Studios,Garry's Mod
236390.0,True,2,2014,,
730.0,True,2,2014,Valve,Counter-Strike: Global Offensive
440.0,True,1,2014,,
4000.0,True,2,2015,Facepunch Studios,Garry's Mod
302830.0,False,1,2015,Shumkov Dmitriy,BLOCKADE 3D
220200.0,True,2,2014,Squad,Kerbal Space Program
242760.0,True,0,2014,Endnight Games Ltd,The Forest
352460.0,True,2,2015,Section Studios,Dead Realm
322920.0,True,2,2015,"Expansive Worlds,Avalanche Studios",theHunter: Primal
234792.0,True,1,2015,,
252490.0,True,2,2014,Facepunch Studios,Rust
304050.0,False,0,2015,Trion Worlds,Trove
550.0,True,2,2014,Valve,Left 4 Dead 2
206420.0,True,2,2014,Deep Silver Volition,Saints Row IV
10180.0,True,2,2013,,
304930.0,True,2,2014,Smartly Dressed Games,Unturned
265750.0,True,2,2015,Switchblade Monkeys Entertainment,Secret Ponchos
252490.0,True,2,2014,Facepunch Studios,Rust
4000.0,True,2,2013,Facepunch Studios,Garry's Mod
211820.0,True,2,2013,Chucklefish,Starbound
105600.0,True,2,2013,Re-Logic,Terraria
730.0,True,2,2014,Valve,Counter-Strike: Global Offensive
276340.0,True,2,2014,Sproing,My Riding Stables: Life with Horses
304930.0,True,2,2015,Smartly Dressed Games,Unturned
274920.0,True,1,2014,Holotech Studios,FaceRig
211820.0,True,2,2013,Chucklefish,Starbound
49520.0,True,2,2013,"Gearbox Software,Aspyr (Mac &amp; Linux)",Borderlands 2
223510.0,True,2,2013,IonFx,Miasmata
440.0,True,2,2012,,
240.0,True,2,2014,Valve,Counter-Strike: Source
105600.0,True,2,2014,Re-Logic,Terraria
204300.0,True,2,2013,,
730.0,True,0,2014,Valve,Counter-Strike: Global Offensive
440.0,False,0,2015,,
570.0,True,0,2014,,
268750.0,True,2,2015,SmashGames,Magicite
570.0,True,2,2015,,
570.0,True,1,2015,,
271590.0,True,2,2015,Rockstar North,Grand Theft Auto V
360870.0,True,2,2015,Tigerish Games,Ultimate Tic-Tac-Toe
730.0,True,2,2015,Valve,Counter-Strike: Global Offensive
12900.0,True,2,2013,,
301520.0,True,2,2014,Freejam,Robocraft
6060.0,True,2,2014,,
730.0,True,2,2014,Valve,Counter-Strike: Global Offensive
107410.0,True,2,2014,Bohemia Interactive,Arma 3
304930.0,True,2,2014,Smartly Dressed Games,Unturned
335670.0,True,1,2015,Dingaling,LISA
215080.0,True,2,2015,Ankama Studio,WAKFU
570.0,True,0,2014,,
271590.0,True,2,2015,Rockstar North,Grand Theft Auto V
730.0,True,2,2015,Valve,Counter-Strike: Global Offensive
8190.0,True,2,2015,Avalanche Studios,Just Cause 2
247730.0,False,0,2015,,
233630.0,True,2,2014,,
221100.0,True,2,2014,Bohemia Interactive,DayZ
208812.0,False,2,2014,,
218620.0,False,2,2015,,
243120.0,True,2,2013,Blackpowder Games,Betrayer
234140.0,True,1,2015,"Avalanche Studios,Feral Interactive (Mac/Linux)",Mad Max
204450.0,True,2,2014,,
225260.0,True,2,2014,,
50300.0,True,2,2013,Yager Development,Spec Ops: The Line
201810.0,True,2,2014,Machine Games,Wolfenstein: The New Order
500.0,True,2,2014,Valve,Left 4 Dead
440.0,True,2,2014,,
49520.0,True,2,2014,"Gearbox Software,Aspyr (Mac &amp; Linux)",Borderlands 2
550.0,True,2,2013,Valve,Left 4 Dead 2
206420.0,True,2,2015,Deep Silver Volition,Saints Row IV
213670.0,True,2,2014,Obsidian Entertainment,South Park™: The Stick of Truth™
550.0,True,2,2015,Valve,Left 4 Dead 2
231040.0,True,2,2014,Threaks,Beatbuddy: Tale of the Guardians
221100.0,True,0,2014,Bohemia Interactive,DayZ
351040.0,True,1,2015,,
250600.0,True,1,2014,,
221100.0,True,2,2015,Bohemia Interactive,DayZ
264710.0,True,2,2015,,
218620.0,True,2,2014,,
206420.0,True,1,2015,Deep Silver Volition,Saints Row IV
47790.0,True,2,2014,,
570.0,True,2,2015,,
346110.0,True,0,2015,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",ARK: Survival Evolved
440.0,True,2,2012,,
70.0,True,0,2011,Valve,Half-Life
420.0,True,1,2011,Valve,Half-Life 2: Episode Two
380.0,True,2,2011,Valve,Half-Life 2: Episode One
220.0,True,1,2011,Valve,Half-Life 2
1250.0,True,2,2010,Tripwire Interactive,Killing Floor
339230.0,False,0,2015,Straight Right,ZOMBI
349700.0,True,2,2015,,
226700.0,True,2,2013,,
209160.0,True,2,2013,,
219990.0,True,2,2013,Crate Entertainment,Grim Dawn
213670.0,True,2,2014,Obsidian Entertainment,South Park™: The Stick of Truth™
21100.0,False,0,2013,Day 1 Studios,F.E.A.R. 3
8190.0,True,2,2013,Avalanche Studios,Just Cause 2
215470.0,False,0,2013,Lukewarm Media,Primal Carnage
730.0,True,2,2014,Valve,Counter-Strike: Global Offensive
1250.0,True,1,2014,Tripwire Interactive,Killing Floor
4000.0,True,2,2014,Facepunch Studios,Garry's Mod
401650.0,True,0,2015,,
35450.0,True,2,2012,,
230410.0,True,2,2015,Digital Extremes,Warframe
304930.0,False,0,2014,Smartly Dressed Games,Unturned
290020.0,True,2,2014,Incandescent Games,LogicBots
248860.0,True,0,2014,Blue Bottle Games,NEO Scavenger
226700.0,False,0,2014,,
244850.0,True,2,2015,,
298260.0,True,2,2015,Creability,Only If
370240.0,False,0,2015,Visual Concepts,NBA 2K16
730.0,True,2,2015,Valve,Counter-Strike: Global Offensive
233450.0,True,1,2014,Introversion Software,Prison Architect
221260.0,True,2,2013,Tomorrow Corporation,Little Inferno
218620.0,True,2,2015,,
419070.0,True,1,2015,,
333930.0,False,0,2015,,
287700.0,True,1,2015,Konami Digital Entertainment,METAL GEAR SOLID V: THE PHANTOM PAIN
302830.0,False,1,2015,Shumkov Dmitriy,BLOCKADE 3D
24240.0,True,2,2014,,
39800.0,True,1,2015,DiezelPower,Nation Red
250600.0,True,0,2014,,
105600.0,True,0,2015,Re-Logic,Terraria
113020.0,True,2,2014,,
440.0,True,2,2014,,
238960.0,True,1,2014,,
310370.0,True,2,2015,"Fabio Ferrara,Davide Caio,Nicolò Azzolini,Antonio Carcagnì,Luigi Di Guida,Tommaso Vita",The Way of Life Free Edition
260410.0,True,1,2014,,
236390.0,True,0,2014,,
221100.0,False,2,2015,Bohemia Interactive,DayZ
248820.0,True,1,2015,"Hopoo Games, LLC",Risk of Rain
730.0,True,2,2014,Valve,Counter-Strike: Global Offensive
550.0,True,2,2014,Valve,Left 4 Dead 2
204030.0,True,2,2014,Lionhead Studios,Fable - The Lost Chapters
440.0,True,2,2013,,
383080.0,True,2,2015,,
304930.0,True,2,2014,Smartly Dressed Games,Unturned
242760.0,True,1,2015,Endnight Games Ltd,The Forest
207230.0,True,2,2015,,
9180.0,False,0,2013,,
730.0,True,0,2015,Valve,Counter-Strike: Global Offensive
10150.0,True,1,2014,,
214950.0,True,2,2015,,
218620.0,True,2,2014,,
220240.0,True,2,2014,,
271290.0,False,0,2015,,
313740.0,True,2,2014,,
34330.0,True,0,2012,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",Total War: SHOGUN 2
271590.0,True,2,2015,Rockstar North,Grand Theft Auto V
291550.0,True,2,2015,Blue Mammoth Games,Brawlhalla
259080.0,True,2,2013,,
233250.0,True,2,2014,,
256350.0,True,2,2014,,
249380.0,True,2,2015,,
391540.0,True,1,2015,tobyfox,Undertale
265930.0,True,1,2015,Coffee Stain Studios,Goat Simulator
620.0,True,2,2015,Valve,Portal 2
730.0,True,1,2015,Valve,Counter-Strike: Global Offensive
10090.0,True,2,2014,Treyarch,Call of Duty: World at War
218680.0,True,2,2014,5th Cell Media,Scribblenauts Unlimited
22370.0,True,2,2015,,
307690.0,True,2,2015,"United Front Games,Feral Interactive (Mac)",Sleeping Dogs: Definitive Edition
72850.0,True,0,2015,,
1250.0,True,0,2015,Tripwire Interactive,Killing Floor
440.0,True,1,2014,,
440.0,True,2,2014,,
570.0,True,1,2013,,
248610.0,True,0,2015,KillHouse Games,Door Kickers
208090.0,True,2,2014,Edge of Reality,Loadout
250340.0,True,2,2014,"Eric Hartman,Ben Garney,Anthony Rotondo",Blockland
244850.0,True,2,2014,,
221640.0,True,2,2015,Terry Cavanagh,Super Hexagon
104900.0,True,2,2015,"Trek Industries, Inc",ORION: Prelude
105600.0,True,2,2015,Re-Logic,Terraria
9450.0,False,2,2015,,
262410.0,True,2,2014,Noble Empire Corp.,World of Guns: Gun Disassembly
222940.0,True,2,2015,SNK CORPORATION,THE KING OF FIGHTERS XIII STEAM EDITION
221040.0,True,2,2014,Capcom,Resident Evil 6 / Biohazard 6
221100.0,True,1,2014,Bohemia Interactive,DayZ
286570.0,True,2,2015,"Codemasters,Feral Interactive (Linux)",F1 2015
263440.0,False,1,2014,,
4000.0,True,2,2014,Facepunch Studios,Garry's Mod
223710.0,True,1,2014,Team Psykskallar,Cry of Fear
317360.0,True,1,2014,Double Action Factory,Double Action: Boogaloo
108600.0,True,2,2014,The Indie Stone,Project Zomboid
259080.0,True,2,2013,,
208520.0,True,2,2013,Haemimont Games,Omerta - City of Gangsters
239660.0,True,2,2015,Dragonfly,Soldier Front 2
304930.0,True,2,2015,Smartly Dressed Games,Unturned
4000.0,True,2,2014,Facepunch Studios,Garry's Mod
295270.0,True,2,2014,,
265930.0,True,2,2015,Coffee Stain Studios,Goat Simulator
283920.0,True,0,2015,,
440.0,True,2,2015,,
294650.0,True,2,2015,,
233720.0,True,2,2014,Bossa Studios,Surgeon Simulator
12120.0,True,1,2015,Rockstar Games,Grand Theft Auto: San Andreas
55230.0,True,2,2015,Volition,Saints Row: The Third
227860.0,False,2,2015,Sauropod Studio,Castle Story
218620.0,True,2,2015,,
208090.0,True,0,2014,Edge of Reality,Loadout
228280.0,True,2,2015,Beamdog,Baldur's Gate: Enhanced Edition
240760.0,True,2,2014,,
226700.0,True,1,2015,,
250900.0,True,2,2015,"Nicalis, Inc.",The Binding of Isaac: Rebirth
35450.0,True,0,2015,,
212680.0,True,2,2014,Subset Games,FTL: Faster Than Light
346110.0,False,1,2015,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",ARK: Survival Evolved
205100.0,True,2,2013,Arkane Studios,Dishonored
570.0,True,1,2014,,
271290.0,True,2,2014,,
570.0,True,1,2014,,
346010.0,True,2,2015,Spiderling Studios,Besiege
239250.0,True,0,2015,MercurySteam,Castlevania: Lords of Shadow 2
313120.0,True,2,2015,Beam Team Games,Stranded Deep
211820.0,True,2,2015,Chucklefish,Starbound
218620.0,True,0,2014,,
12210.0,True,2,2014,,
220240.0,True,0,2014,,
17300.0,True,2,2014,Crytek,Crysis
206440.0,True,2,2013,Freebird Games,To the Moon
209100.0,False,0,2012,,
209000.0,True,2,2013,"WB Games Montreal,Splash Damage",Batman™: Arkham Origins
218060.0,True,2,2013,Gaijin Games,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien
24240.0,True,1,2012,,
440.0,True,2,2015,,
730.0,True,2,2015,Valve,Counter-Strike: Global Offensive
220200.0,True,2,2015,Squad,Kerbal Space Program
113020.0,True,1,2015,,
105600.0,True,1,2015,Re-Logic,Terraria
9480.0,True,2,2015,Volition,Saints Row 2
22230.0,True,0,2015,ACE Team,Rock of Ages
203770.0,True,2,2013,Paradox Development Studio,Crusader Kings II
550.0,True,2,2013,Valve,Left 4 Dead 2
259080.0,True,2,2013,,
72850.0,True,2,2013,,
8870.0,True,2,2014,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",BioShock Infinite
230410.0,True,1,2014,Digital Extremes,Warframe
200260.0,True,1,2014,,
19900.0,True,2,2013,,
241540.0,True,1,2013,Undead Labs,State of Decay
220.0,True,1,2013,Valve,Half-Life 2
227940.0,False,0,2014,,
236390.0,False,2,2014,,
17390.0,True,2,2014,,
359320.0,True,1,2015,,
317360.0,True,2,2015,Double Action Factory,Double Action: Boogaloo
253030.0,True,2,2015,,
295110.0,True,2,2015,,
264710.0,True,2,2015,,
274310.0,True,0,2014,Vagabond Dog,Always Sometimes Monsters
4000.0,True,2,2014,Facepunch Studios,Garry's Mod
730.0,True,2,2015,Valve,Counter-Strike: Global Offensive
344770.0,True,2,2015,ALICE IN DISSONANCE,fault - milestone two side:above
22380.0,True,0,2014,Obsidian Entertainment,Fallout: New Vegas
9900.0,True,2,2015,Cryptic Studios,Star Trek Online
107410.0,False,1,2014,Bohemia Interactive,Arma 3
221640.0,True,2,2014,Terry Cavanagh,Super Hexagon
202170.0,True,2,2014,,
49520.0,True,0,2014,"Gearbox Software,Aspyr (Mac &amp; Linux)",Borderlands 2
245490.0,True,2,2014,,
313120.0,True,2,2015,Beam Team Games,Stranded Deep
113020.0,False,1,2014,,
319510.0,False,0,2015,Scott Cawthon,Five Nights at Freddy's
